scenario	species	classification	domain_k	domain_pooled_effect	domain_ci_low	domain_ci_high	domain_p_value	domain_fdr_q	domain_I2	domain_prediction_low	domain_prediction_high	domain_sign_consistency	positive_domains	negative_domains	significant_positive_domains	significant_negative_domains	family_k	family_pooled_effect	family_p_value	family_fdr_q	family_I2	family_sign_consistency	family_same_direction	family_support_p_lt_0_10	prevalence_meta_effect	prevalence_meta_p	prevalence_meta_fdr_q	prevalence_same_direction	dominant_domain_share	influential_domain	loo_sign_flip
PRIMARY	s__Actinomyces_sp_ph3	OTHER_OR_INSUFFICIENT	4	-0.31402759433407523	-0.8112734335882776	0.18321824492012712	0.13800713377967191	0.9899399288667535	0.0	-0.9863016768758196	0.35824648820766913	1.0	0	4	0	0							0	0	-0.705124273692645	0.133983366836905	0.9996325270282626	1	0.32344565760188076	Lee_Manchester	0
PRIMARY	s__Adlercreutzia_equolifaciens	STRONG_DIRECTION_REVERSAL	9	-0.07339252907497595	-0.4954048572979296	0.3486197991479777	0.698889498654602	0.9899399288667535	57.75146357004378	-1.1393829342361983	0.9925978760862464	0.6666666666666666	3	6	1	1	5	-0.20667917905582617	0.3906556407286905	0.9868213417628564	68.40404983770418	0.8	1	0	-0.2621043130897989	0.5138906755716792	0.9996325270282626	1	0.19627522597758934	Matson_US	1
PRIMARY	s__Agathobaculum_butyriciproducens	OTHER_OR_INSUFFICIENT	9	0.11922407127783755	-0.13495684913399916	0.3734049916896742	0.31093777311161797	0.9899399288667535	0.0	-0.14141829294726613	0.3798664355029412	0.5555555555555556	5	4	0	0	5	0.15400923812625764	0.23344744330345943	0.9868213417628564	0.0	0.6	1	0	0.4740331047678143	0.13386200541784296	0.9996325270282626	1			0
PRIMARY	s__Akkermansia_muciniphila	OTHER_OR_INSUFFICIENT	9	0.12923389192290036	-0.1254310146060576	0.3838987984518583	0.27559055172015123	0.9899399288667535	0.0	-0.13190476167048465	0.39037254551628536	0.6666666666666666	6	3	0	0	5	0.12940058920138758	0.30372527286586487	0.9868213417628564	0.0	0.6	1	0	0.2603449044399254	0.3127820174377329	0.9996325270282626	1			0
PRIMARY	s__Akkermansia_sp_KLE1798	OTHER_OR_INSUFFICIENT	3	-0.12057059483797967	-0.8802923370464957	0.6391511473705362	0.5651875205971442	0.9899399288667535	0.0	-2.5300169941243573	2.288875804448398	0.6666666666666666	2	1	0	0	3	-0.12057059483797967	0.5651875205971442	0.9868213417628564	0.0	0.6666666666666666	1	0	0.1500746539223549	0.8784591525039749	0.9996325270282626	0			0
PRIMARY	s__Alistipes_SGB2313	OTHER_OR_INSUFFICIENT	4	-0.09913836169358771	-0.6578927528583155	0.4596160294711401	0.6117746771909989	0.9899399288667535	0.0	-0.8545717225935251	0.6562949992063497	0.75	1	3	0	0							0	0	-0.4033292873338202	0.3743345445653938	0.9996325270282626	1	0.4613459512196224	Lee_PRIMM_UK	0
PRIMARY	s__Alistipes_communis	OTHER_OR_INSUFFICIENT	9	0.11203752422583184	-0.1422601461361117	0.3663351945877754	0.33938136451546885	0.9899399288667535	0.0	-0.148724557819504	0.3727996062711677	0.6666666666666666	6	3	0	0	5	0.11231392212633713	0.36385339650929677	0.9868213417628564	0.0	1.0	1	0	0.3123284924951015	0.24240294891526623	0.9996325270282626	1			0
PRIMARY	s__Alistipes_dispar	OTHER_OR_INSUFFICIENT	8	7.644610509685207e-05	-0.35288261132442583	0.3530355035346195	0.9996056569136471	0.9996056569136472	36.28880830130876	-0.40456069434739517	0.4047135865575888	0.625	3	5	0	1	4	-0.02507742467813075	0.8574601918662248	0.9868213417628564	10.621340900572097	0.5	0	0	-0.07902732256536506	0.8252798586824807	0.9996325270282626	0			0
PRIMARY	s__Alistipes_finegoldii	OTHER_OR_INSUFFICIENT	9	-0.04822154020670224	-0.30274007584590096	0.2062969954324965	0.6737369411520224	0.9899399288667535	0.0	-0.30921010205011834	0.21276702163671388	0.6666666666666666	3	6	0	0	5	-0.058995973564891495	0.6193393858448274	0.9868213417628564	0.0	0.8	1	0	0.09102745538485972	0.7130560605784916	0.9996325270282626	0			0
PRIMARY	s__Alistipes_ihumii	OTHER_OR_INSUFFICIENT	8	-0.0265546592113521	-0.2970298635823206	0.2439205451596164	0.8230597891751059	0.9899399288667535	0.0	-0.30644224964435884	0.2533329312216547	0.625	3	5	0	0	4	-0.03044371865308017	0.8065087294556821	0.9868213417628564	0.0	0.75	1	0	-0.036508304653597994	0.8842437285385865	0.9996325270282626	1			0
PRIMARY	s__Alistipes_indistinctus	OTHER_OR_INSUFFICIENT	9	0.007031581221441371	-0.24999058617221814	0.2640537486151009	0.9512447242124666	0.9899399288667535	1.706076489367218	-0.256524256347012	0.27058741878989473	0.5555555555555556	4	5	0	0	5	-0.0012621999051126507	0.9913757986282632	0.9913757986282632	0.0	0.6	0	0	0.20062938503176167	0.4903679211717816	0.9996325270282626	1			0
PRIMARY	s__Alistipes_onderdonkii	OTHER_OR_INSUFFICIENT	9	-0.047828413645203724	-0.3378334585395014	0.24217663124909394	0.713612397537379	0.9899399288667535	11.002867062786622	-0.5351030102790351	0.4394461829886276	0.5555555555555556	5	4	0	0	5	-0.07870656212200536	0.65494490754724	0.9868213417628564	43.162266393747004	0.6	1	0	0.21857467389546942	0.5625807458049522	0.9996325270282626	0			0
PRIMARY	s__Alistipes_putredinis	OTHER_OR_INSUFFICIENT	9	-0.011370298064620598	-0.31333781225038204	0.29059721612114087	0.9329403393138158	0.9899399288667535	18.326413935829063	-0.560706330181891	0.5379657340526497	0.5555555555555556	5	4	0	0	5	-0.038701773800245115	0.8261950927862626	0.9868213417628564	42.86153694819377	0.6	1	0	-0.24683297301925478	0.5241898011565531	0.9996325270282626	1			0
PRIMARY	s__Alistipes_senegalensis	OTHER_OR_INSUFFICIENT	7	-0.06505962611406797	-0.3818776064276363	0.2517583541995004	0.6332345489737126	0.9899399288667535	0.0	-0.4885243133870264	0.3584050611588905	0.7142857142857143	2	5	0	0	3	-0.07920821401645523	0.5882054153354536	0.9868213417628564	0.0	0.6666666666666666	1	0	-0.15480209633321138	0.6328755620205342	0.9996325270282626	1			0
PRIMARY	s__Alistipes_shahii	OTHER_OR_INSUFFICIENT	9	0.06801230597964303	-0.1856576102233921	0.32168222218267817	0.5535874851113325	0.9899399288667535	0.0	-0.1921060639844822	0.32813067594376827	0.6666666666666666	6	3	0	0	5	0.0598350666866634	0.6140599528747283	0.9868213417628564	0.0	0.8	1	0	0.17065025567546557	0.529275951892961	0.9996325270282626	1			0
PRIMARY	s__Allisonella_histaminiformans	OTHER_OR_INSUFFICIENT	3	0.02415757849770497	-1.03728803361808	1.0856031906134902	0.9309222312836172	0.9899399288667535	0.0	-3.1104075643872076	3.1587227213826177	0.6666666666666666	1	2	0	0							0	0	-0.08340696950302941	0.8844100880485488	0.9996325270282626	0			0
PRIMARY	s__Alloscardovia_omnicolens	OTHER_OR_INSUFFICIENT	4	-0.11088183282457287	-0.6583294942782404	0.43656582862909465	0.5650940128805546	0.9899399288667535	0.0	-1.018687962765373	0.7969242971162274	0.75	1	3	0	0							0	0	-0.23104001180911596	0.6372405567644612	0.9996325270282626	1	0.4000220652213102	Lee_PRIMM_UK	1
PRIMARY	s__Anaerobutyricum_hallii	OTHER_OR_INSUFFICIENT	9	0.08430070575802105	-0.2211395846958143	0.3897409962118564	0.542259712261537	0.9899399288667535	26.036514334798746	-0.3395072854485234	0.5081086969645655	0.5555555555555556	5	4	0	1	5	0.09401889327755975	0.44023721173050734	0.9868213417628564	0.0	0.6	1	0	0.2301395643622415	0.43172753815166504	0.9996325270282626	1			0
PRIMARY	s__Anaerobutyricum_soehngenii	OTHER_OR_INSUFFICIENT	9	0.13512110834662058	-0.24100120023845542	0.5112434169316966	0.4314480608619445	0.9899399288667535	48.75220420604861	-0.7464173130915908	1.016659529784832	0.5555555555555556	5	4	2	0	5	0.08348502861619422	0.5045264872619015	0.9868213417628564	0.0	0.8	1	0	0.2605994766800708	0.5634446841645165	0.9996325270282626	1			0
PRIMARY	s__Anaerococcus_SGB53821	OTHER_OR_INSUFFICIENT	4	-0.009553428617943522	-0.5900881757957789	0.5709813185598919	0.9615251393206177	0.9907292483558621	13.834568566196149	-1.1334285412893517	1.1143216840534647	0.75	1	3	0	0	4	-0.009553428617943522	0.9615251393206177	0.9902921360018845	13.834568566196149	0.75	1	0	-0.1047201012957049	0.8491747085815321	0.9996325270282626	1	0.36540616705652934	Spencer_US	1
PRIMARY	s__Anaerofilum_sp_BX8	CONSISTENT_NONSIGNIFICANT	9	0.04507042262205973	-0.20856606380414727	0.29870690904826674	0.6927277218488289	0.9899399288667535	0.0	-0.21501366774211217	0.30515451298623164	0.7777777777777778	7	2	0	0	5	0.04356516862552644	0.7111948139766953	0.9868213417628564	0.0	0.8	1	0	0.08491296036973985	0.7393701480569473	0.9996325270282626	1	0.5526929229991272	Lee_Leeds	0
PRIMARY	s__Anaerofustis_stercorihominis	OTHER_OR_INSUFFICIENT	6	0.020846261427508752	-0.3273381456523896	0.36903066850740707	0.8837043248956571	0.9899399288667535	0.0	-0.35522225371157523	0.3969147765665927	0.5	3	3	0	0	3	0.07179197319682866	0.6394375282240788	0.9868213417628564	0.0	0.6666666666666666	1	0	-0.0245818320114405	0.9385976510918939	0.9996325270282626	0			0
PRIMARY	s__Anaeromassilibacillus_sp_An250	OTHER_OR_INSUFFICIENT	8	0.06409598673940926	-0.20159612701663437	0.3297881004954529	0.5862115219288023	0.9899399288667535	0.0	-0.2108420642721554	0.3390340377509739	0.5	4	4	1	0	5	0.0657803370273293	0.6321223325421019	0.9868213417628564	25.12049008129772	0.8	1	0	0.006076516165114147	0.9807298940570748	0.9996325270282626	1			0
PRIMARY	s__Anaerosacchariphilus_sp_NSJ_68	OTHER_OR_INSUFFICIENT	4	-0.37026781977031636	-0.8808952706876851	0.14035963114705247	0.10425352630935215	0.9899399288667535	0.0	-1.0606337795157927	0.32009813997515996	1.0	0	4	0	0							0	0	-0.6267262718355835	0.2103365105459829	0.9996325270282626	1	0.47128615513891875	Lee_PRIMM_UK	0
PRIMARY	s__Anaerostipes_caccae	OTHER_OR_INSUFFICIENT	4	-0.03852497652866631	-0.5629548629614535	0.4859049099041209	0.8301973329269194	0.9899399288667535	0.0	-0.7475517654854607	0.6705018124281281	0.5	2	2	0	0	4	-0.07244569071606836	0.6026321051038609	0.9868213417628564	0.0	0.5	1	0	0.031866958378655115	0.9340226740927108	0.9996325270282626	0			0
PRIMARY	s__Anaerostipes_hadrus	OTHER_OR_INSUFFICIENT	9	0.05673648315986596	-0.2096558921627943	0.3231288584825262	0.6365201723496327	0.9899399288667535	0.0	-0.29196915020172554	0.40544211652145745	0.5555555555555556	5	4	0	0	5	0.030869291853933837	0.8480781051739927	0.9868213417628564	33.316757852499975	0.6	1	0	0.09665328416545355	0.8043906812172457	0.9996325270282626	1			0
PRIMARY	s__Anaerotignum_faecicola	OTHER_OR_INSUFFICIENT	9	-0.07190048875904191	-0.3691752734042398	0.22537429588615593	0.5922803355018778	0.9899399288667535	18.10482371327315	-0.5961094753457837	0.45230849782769994	0.6666666666666666	3	6	0	0	5	-0.046838468787238706	0.8054803696922699	0.9868213417628564	49.28600562134988	0.6	1	0	-0.17247096733507922	0.5668412586014847	0.9996325270282626	1			0
PRIMARY	s__Anaerotignum_lactatifermentans	OTHER_OR_INSUFFICIENT	3	-0.08637656412555209	-0.7932375206101276	0.6204843923590235	0.6515259915297292	0.9899399288667535	0.0	-2.173814386337256	2.001061258086152	0.6666666666666666	1	2	0	0	3	-0.08637656412555209	0.6515259915297292	0.9868213417628564	0.0	0.6666666666666666	1	0	-0.2221487706036511	0.6681359660067019	0.9996325270282626	1			0
PRIMARY	s__Anaerotruncus_colihominis	CONSISTENT_NONSIGNIFICANT	8	-0.26125109161845184	-0.5463253920474227	0.02382320881051897	0.0669111492179111	0.9899399288667535	0.0	-0.5562458184395689	0.033743635202665156	0.875	1	7	0	1	5	-0.2433370226894442	0.09168267647469854	0.9868213417628564	0.0	1.0	1	1	-0.56907355490918	0.05198887064849684	0.9996325270282626	1	0.37476583906594163	Gopalakrishnan_US	0
PRIMARY	s__Anaerotruncus_massiliensis	OTHER_OR_INSUFFICIENT	7	0.08498152962536279	-0.2502272460640528	0.4201903053147784	0.557846884211732	0.9899399288667535	14.107999453651601	-0.3978515888127099	0.5678146480634355	0.5714285714285714	3	4	0	0	5	0.038956922098832156	0.800118953722656	0.9868213417628564	22.699790337291773	0.6	1	0	0.430332669565837	0.18717782619363446	0.9996325270282626	1			0
PRIMARY	s__Anaerotruncus_rubiinfantis	CONSISTENT_NONSIGNIFICANT	9	-0.14122580760172723	-0.39519812965367485	0.11274651445022035	0.23564610626041008	0.9899399288667535	0.0	-0.4016542707498104	0.11920265554635598	0.8888888888888888	1	8	0	0	5	-0.13794713667356004	0.27739315934375547	0.9868213417628564	0.0	0.8	1	0	-0.15138749433491286	0.5445385408378894	0.9996325270282626	1	0.22459692729653336	Gopalakrishnan_US	0
PRIMARY	s__Angelakisella_massiliensis	OTHER_OR_INSUFFICIENT	5	-0.0720963827336998	-0.6543175113525759	0.5101247458851763	0.7483036922263486	0.9899399288667535	40.854326390438	-1.1076720473832338	0.9634792819158342	0.6	2	3	1	0	4	-0.005783979336972767	0.9829881450751322	0.9902921360018845	50.95689098420087	0.5	1	0	-0.4503384253228681	0.3945011657750181	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_SGB15210	OTHER_OR_INSUFFICIENT	3	-0.2556534973426923	-0.9851820111362397	0.4738750164508551	0.2706183690623904	0.9899399288667535	0.0	-2.410031098650859	1.8987241039654743	1.0	0	3	0	0							0	0	-0.4949964617213778	0.4226895743465791	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_caccae	CONSISTENT_NONSIGNIFICANT	9	0.09448355818353525	-0.1600045131925375	0.34897162955960803	0.4168208802547448	0.9899399288667535	0.0	-0.16647376498534389	0.3554408813524144	0.7777777777777778	7	2	1	0	5	0.0819393739562193	0.5106661889669468	0.9868213417628564	0.3576999004322043	0.8	1	0	0.07785275321331	0.7597615121660913	0.9996325270282626	1	0.2958545628139392	Frankel_US	0
PRIMARY	s__Bacteroides_cellulosilyticus	OTHER_OR_INSUFFICIENT	9	-0.06188394750295362	-0.3159892886036929	0.19222139359778567	0.5897729255874409	0.9899399288667535	0.0	-0.3224488111860014	0.19868091618009415	0.5555555555555556	4	5	0	0	5	-0.10715827833655976	0.3837735857487791	0.9868213417628564	0.0	0.8	1	0	-0.14014082428738284	0.5693120484425248	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_clarus	OTHER_OR_INSUFFICIENT	6	-0.25801590809795105	-0.6283079108580929	0.11227609466219074	0.13326635787555122	0.9899399288667535	0.0	-0.6579624903501667	0.14193067415426464	0.8333333333333334	1	5	0	0							0	0	-0.263645444835305	0.4837360592779329	0.9996325270282626	1	0.2635163514428141	Lee_PRIMM_UK	0
PRIMARY	s__Bacteroides_eggerthii	DOMAIN_SPECIFIC	7	0.06997990234603378	-0.4515101511159254	0.591469955807993	0.7537988814139405	0.9899399288667535	65.70674002308708	-1.2040925876586215	1.3440523923506889	0.5714285714285714	3	4	1	0	4	0.09570336108290266	0.6358912188092919	0.9868213417628564	47.37947943006791	0.5	1	0	0.12625458017000746	0.7963188570954457	0.9996325270282626	1	0.26700354658791253	Lee_PRIMM_UK	1
PRIMARY	s__Bacteroides_faecis	CONSISTENT_NONSIGNIFICANT	7	0.12887731743809872	-0.17112521977017514	0.42887985464637257	0.3336656462573749	0.9899399288667535	0.0	-0.18628772361138263	0.44404235848758006	0.8571428571428571	6	1	0	0	5	0.03198191518403159	0.7850109482889385	0.9868213417628564	0.0	0.8	1	0	0.10960636747833435	0.7113171133567655	0.9996325270282626	1	0.226238788441072	Lee_Leeds	0
PRIMARY	s__Bacteroides_finegoldii	OTHER_OR_INSUFFICIENT	8	0.12134207018771245	-0.22437778182589466	0.4670619222013196	0.4339580600197785	0.9899399288667535	27.25207933881123	-0.343666885106955	0.5863510254823798	0.5	4	4	0	0	5	0.03860410907370621	0.7428587118084816	0.9868213417628564	0.0	0.6	1	0	0.2554872963747481	0.50373848162288	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_fragilis	OTHER_OR_INSUFFICIENT	9	-0.1356550333736572	-0.3896272470819829	0.11831718033466848	0.2530309690074086	0.9899399288667535	0.0	-0.396083385429634	0.12477331868231961	0.5555555555555556	4	5	0	0	5	-0.1628229446976944	0.2122273703433424	0.9868213417628564	0.0	0.6	1	0	-0.18371585341700022	0.44982274725997157	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_intestinalis	OTHER_OR_INSUFFICIENT	7	0.02439473100667278	-0.36451382834063234	0.4133032903539779	0.8830476073703496	0.9899399288667535	26.76253457059847	-0.6980238681644192	0.7468133301777647	0.5714285714285714	3	4	0	0	4	0.05047757992795986	0.7962847670376947	0.9868213417628564	45.700334417885905	0.5	1	0	0.10069187871071954	0.7523878673114143	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_nordii	OTHER_OR_INSUFFICIENT	6	-0.09617488651163524	-0.4366217685389565	0.244271995515686	0.5002852785179518	0.9899399288667535	0.0	-0.4638862221925693	0.2715364491692988	0.5	3	3	0	0	4	-0.06663764827400484	0.5997882566131841	0.9868213417628564	0.0	0.75	1	0	-0.1633721719520394	0.5958737963571828	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_ovatus	OTHER_OR_INSUFFICIENT	9	-0.02255452604988996	-0.27673654804952624	0.23162749594974635	0.8429787015592096	0.9899399288667535	0.0	-0.2831980198804423	0.2380889677806624	0.5555555555555556	4	5	0	0	5	-0.026037596859270613	0.8240344591748658	0.9868213417628564	0.0	0.6	1	0	0.16883370051968838	0.6256830912099296	0.9996325270282626	0			0
PRIMARY	s__Bacteroides_salyersiae	CONSISTENT_NONSIGNIFICANT	6	0.15373521284501337	-0.18172114309866275	0.4891915687886895	0.2917814471694103	0.9899399288667535	0.0	-0.2085859339578162	0.5160563596478429	0.8333333333333334	5	1	0	0	4	0.06980999401623529	0.5834346723843724	0.9868213417628564	0.0	0.75	1	0	0.2834154492326916	0.4070741019809918	0.9996325270282626	1	0.3466369537518917	Spencer_US	0
PRIMARY	s__Bacteroides_stercoris	OTHER_OR_INSUFFICIENT	9	0.04490511724332094	-0.21500977467730478	0.3048200091639467	0.7007533187117633	0.9899399288667535	0.0	-0.25941775015430857	0.3492279846409504	0.5555555555555556	4	5	0	0	5	0.044002247016572	0.7834940131217801	0.9868213417628564	33.03999266848402	0.6	1	0	0.28365664542630237	0.2826073244846888	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_thetaiotaomicron	OTHER_OR_INSUFFICIENT	9	-0.0858430729080483	-0.3455197713917314	0.17383362557563478	0.4677521803027827	0.9899399288667535	0.0	-0.38543132269945957	0.213745176883363	0.6666666666666666	3	6	0	0	5	-0.100282576452876	0.5481225309437954	0.9868213417628564	35.92359392251236	0.6	1	0	-0.07913097888621799	0.7812923829322249	0.9996325270282626	1			0
PRIMARY	s__Bacteroides_uniformis	OTHER_OR_INSUFFICIENT	9	-0.004025810417429646	-0.257505257131851	0.24945363629699172	0.9716818740481447	0.9925937920540963	0.0	-0.2639488690207732	0.25589724818591386	0.5555555555555556	4	5	0	0	5	-0.031025670475328945	0.79108834651853	0.9868213417628564	0.0	0.8	1	0	0.05354540288533978	0.9395556295847187	0.9996325270282626	0			0
PRIMARY	s__Bacteroides_xylanisolvens	OTHER_OR_INSUFFICIENT	9	0.1543708598691342	-0.12786272628111836	0.43660444601938675	0.2427377629353093	0.9899399288667535	18.049366715674775	-0.1353663987494321	0.4441081184877005	0.5555555555555556	5	4	1	0	5	0.14364500912192274	0.2611877578172199	0.9868213417628564	0.0	0.6	1	0	0.19768027481912195	0.43275363448103643	0.9996325270282626	1			0
PRIMARY	s__Bariatricus_massiliensis	OTHER_OR_INSUFFICIENT	3	0.01945124783292354	-0.8540563117119894	0.8929588073778364	0.9324060710351707	0.9899399288667535	0.0	-2.5601122435812775	2.599014739247125	0.6666666666666666	1	2	0	0							0	0	0.46595973794942136	0.488917673821922	0.9996325270282626	1			0
PRIMARY	s__Barnesiella_intestinihominis	OTHER_OR_INSUFFICIENT	9	0.15078148020687226	-0.169992406875019	0.4715553672887635	0.30997075909350313	0.9899399288667535	30.20427054194975	-0.48734306489563645	0.7889060253093809	0.6666666666666666	6	3	0	0	5	0.1897696206281771	0.31911584493562417	0.9868213417628564	42.81156559869154	0.8	1	0	0.5496633959617302	0.18427157146317646	0.9996325270282626	1			0
PRIMARY	s__Bifidobacterium_adolescentis	STRONG_DIRECTION_REVERSAL	9	0.15209500001695256	-0.28682185595407583	0.591011855987981	0.44731426071069746	0.9899399288667535	52.589526027957255	-0.7154561559837542	1.0196461560176593	0.7777777777777778	7	2	1	1	5	0.1998256465439716	0.14325988997710726	0.9868213417628564	0.0	1.0	1	0	0.339409911668318	0.3372619791652111	0.9996325270282626	1	0.25264604108253946	Lee_Leeds	0
PRIMARY	s__Bifidobacterium_animalis	OTHER_OR_INSUFFICIENT	5	0.11697677812174005	-0.2942032672065204	0.5281568234500005	0.4737913265798281	0.9899399288667535	0.0	-0.35433036748248825	0.5882839237259684	0.8	4	1	0	0							0	0	0.4595473562222068	0.2598925979986007	0.9996325270282626	1	0.3909301189295734	Frankel_US	0
PRIMARY	s__Bifidobacterium_bifidum	CONSISTENT_NONSIGNIFICANT	8	0.18595707131230352	-0.07977041443992874	0.4516845570645358	0.14194485676750726	0.9899399288667535	0.0	-0.0890175826241956	0.46093172524880266	0.875	7	1	0	0	5	0.18012484996755518	0.17673288178081306	0.9868213417628564	0.0	1.0	1	0	0.27996310046992745	0.3334028740891359	0.9996325270282626	1	0.40167794729179546	Gopalakrishnan_US	0
PRIMARY	s__Bifidobacterium_dentium	OTHER_OR_INSUFFICIENT	6	-0.1338692557597478	-0.6114116526518069	0.3436731411323112	0.5034218557728601	0.9899399288667535	42.10695839285464	-1.1080560920765845	0.8403175805570889	0.5	3	3	0	1	3	-0.3042256914117171	0.42319764992713493	0.9868213417628564	74.18239502600237	0.6666666666666666	1	0	-0.26251330922069793	0.5544189281490185	0.9996325270282626	1			0
